Chr	Start	End
10	528471	528737
10	529648	529837
10	538450	538656
10	542728	542841
10	545185	545771
10	548402	548881
10	549995	550270
10	554890	555161
10	555649	555861
10	559016	559605
10	567403	567652
10	569403	569600
10	570472	571116
10	571324	571390
10	572038	572369
10	572658	573967
10	576649	577056
10	578142	579862
10	580240	580367
10	581596	581803
10	582401	582550
10	583590	583705
10	585471	585978
10	587416	587598
10	594615	594773
10	598346	598713
10	604280	604484
10	605915	606402
10	606806	606912
10	609247	609471
10	615217	615433
10	617410	617508
10	617795	618106
10	620309	620638
10	621896	621978
10	622884	623895
10	624155	624311
10	624615	624729
10	628747	628863
10	633000	633512
10	636771	637039
10	637626	637812
10	638569	638704
10	638999	640006
10	640385	640779
10	641706	641977
10	647075	647351
10	649481	649609
10	654268	654514
10	656049	656133
10	662859	663227
10	663515	663764
10	667221	667619
10	669321	669424
10	676809	676951
10	683473	683603
10	696975	697084
10	700661	700860
10	703595	704033
10	705190	705654
10	706748	706819
10	707048	707167
10	715974	716147
10	716937	717039
10	717927	718191
10	719194	719449
10	721439	721589
10	724263	724363
11	2586	2794
11	13650	13740
11	14334	14543
11	20108	20350
11	20569	20690
11	20993	21075
11	21711	22028
11	24905	25134
11	30742	30977
11	31773	31909
11	34134	34403
11	38243	38658
11	38926	39082
11	45307	45403
11	46416	47101
11	47979	48152
11	49830	50007
11	53455	53676
11	63558	63725
11	67559	68071
11	68406	68496
11	68781	69183
11	69555	69741
11	70323	71055
11	73940	74185
11	74478	74661
11	75594	75771
11	78709	78828
11	79902	80072
11	80537	81019
11	81610	81925
11	82650	82929
11	84306	84547
11	88893	89163
11	91930	92635
11	93432	93994
11	94411	94557
11	96302	96584
11	98381	98532
11	99645	100347
11	112559	112754
11	114850	115008
11	118317	118769
11	122349	122431
11	125521	125721
11	127135	127352
11	130405	130487
11	134138	134348
11	135913	136063
11	140787	141171
11	143224	143484
11	146943	147142
11	151015	151154
11	153030	153236
11	155372	155460
11	158350	158493
11	164602	164838
11	166017	166475
11	171290	171654
11	178202	178418
11	179381	179636
11	188778	188955
11	191466	191689
11	193102	193293
11	194752	195247
11	196056	196314
11	200211	200460
11	201845	202010
11	202983	203475
11	204762	205594
11	207901	208105
11	210195	210493
11	213716	213926
11	216790	217151
11	219319	219399
11	220020	220253
11	223117	223267
11	225904	226441
11	229982	231262
11	231525	231834
11	234210	234357
11	237086	237513
11	242761	242955
11	245489	246062
11	247786	248551
11	255490	255701
11	256548	256679
11	258473	259025
11	260588	260869
11	261945	262106
11	263201	263297
11	264337	264721
11	269513	269708
11	270614	270903
11	271692	271885
11	273188	273376
11	275067	275225
11	277977	279081
11	280322	280422
11	282434	282806
11	284683	284959
11	288627	288764
11	291135	291384
11	294426	294585
11	296170	296402
11	299158	299412
11	307027	307299
11	308708	309117
11	309859	310126
11	314532	314651
11	317135	317536
11	321866	321959
11	322888	323115
11	327603	328073
11	329549	329893
11	334014	334255
11	335021	335262
11	338911	339050
11	340620	341178
11	342167	342352
11	346835	347002
11	349238	349398
11	352888	353379
11	355175	356488
11	358129	358337
11	361886	362461
11	364386	364905
11	365200	365348
11	369253	369803
11	371505	371830
11	374253	374414
11	382028	382509
11	383456	383578
11	384939	385178
11	392396	392480
11	393579	393741
11	398653	398733
11	402076	402646
11	403724	404052
11	408082	408416
11	417049	417128
11	418072	418223
11	426098	426165
11	428729	429200
11	434993	435220
11	442815	442968
11	445100	445221
11	451310	451398
11	457200	457439
11	461405	461515
11	462804	463814
11	468835	469016
11	469383	469680
11	473528	473630
11	475941	476124
11	477906	478516
11	478876	479164
11	483200	483389
11	487479	487760
11	489802	489936
11	491041	491283
11	493676	493986
11	499847	500223
11	506284	506870
11	507711	507921
11	513181	513293
11	513972	514987
11	517080	517400
11	518094	519825
11	521144	521395
11	521708	521942
11	522401	522539
11	523899	524194
11	525010	525365
11	526374	527822
11	530643	530823
11	533511	534102
11	534976	535315
11	538178	538281
11	552461	552621
11	554733	554836
11	556287	556436
11	557353	557652
11	559305	559832
11	562290	562530
11	565956	566082
11	567198	567826
11	568333	568430
11	568663	568754
11	570998	571465
11	573416	573640
11	575943	576303
11	578146	579129
11	580854	581451
11	581715	581980
11	583408	583536
11	584783	584955
11	589629	590235
11	592576	592749
11	598929	599101
11	599697	599822
11	608433	608759
11	611250	611419
11	614001	614108
11	614911	615288
11	618864	619081
11	625672	625831
11	626351	626585
11	630326	630860
11	635309	635559
11	640399	640493
12	22703	22894
12	23278	23418
12	29570	29832
12	35265	35392
12	36655	37051
12	39546	39716
12	40462	40583
12	46518	46645
12	53967	54245
12	65382	65458
12	73223	73405
12	81087	81314
12	86548	87241
12	88285	88466
12	92515	92617
12	94062	94230
12	97616	97848
12	98925	99038
12	100238	100311
12	100584	100780
12	108367	108495
12	111623	112190
12	114316	114541
12	116113	116347
12	124954	125460
12	125698	125926
12	130875	131053
12	131470	131607
12	136427	136506
12	140691	141053
12	143034	143132
12	147605	147804
12	159601	159980
12	164156	164358
12	168804	168943
12	175045	175154
12	177445	177603
12	179700	180011
12	182048	182280
12	183459	183559
12	184986	185112
12	187372	187607
12	196588	196753
12	198252	198360
12	204810	204927
12	208597	208691
12	212136	212381
12	222178	222332
12	224626	224814
12	225236	225488
12	228528	228681
12	230608	230808
12	231203	231373
12	232075	232233
12	234313	234912
12	237819	237896
12	239099	239197
12	245387	245533
12	246097	246320
12	246997	247159
12	248397	248828
12	251146	251263
12	253127	253734
12	255079	255176
12	259519	259977
12	260545	260955
12	262948	263115
12	265235	265429
12	266940	267126
12	270797	270983
12	273933	274124
12	278646	278871
12	281030	281234
12	281760	281964
12	282480	282828
12	286628	286783
12	289780	290009
12	293691	293770
12	296278	296444
12	300374	300604
12	301998	302185
12	315948	316020
12	320183	320644
12	322137	322225
12	322936	323364
12	327595	327676
12	329396	329513
12	340995	341800
12	368305	368590
12	370341	370467
12	371201	371345
12	388368	388593
12	390455	390848
12	395667	395756
12	447754	447863
12	500503	500590
12	514830	515164
12	534487	534698
12	540636	540728
12	543730	543790
12	545810	545905
12	552081	552206
12	553833	554361
12	556555	556687
12	561815	561897
12	566441	566542
12	567970	568403
12	573338	573447
12	573761	573986
12	576508	576616
12	585884	586308
12	588989	589302
12	602580	602991
12	605129	605238
12	607157	607676
12	609588	609709
12	611262	612200
12	617358	617483
12	620297	620422
12	623989	624097
12	626348	626531
12	626935	627120
12	633422	633581
12	636234	636551
12	640054	640172
12	641230	641305
12	645924	646135
12	658138	658490
12	660213	660524
12	669088	669161
12	674060	674223
12	677644	678140
12	679981	680125
12	680881	681090
12	691290	691525
12	699694	699860
12	704196	704584
12	707123	707315
12	710645	710772
12	713210	713423
12	718035	718129
12	720417	720580
12	721509	721729
12	723540	723731
12	725645	725854
12	728242	728748
12	730582	730726
12	732233	732341
12	737743	737852
12	743914	744133
12	745331	745523
12	747288	747812
12	757183	757378
12	758960	759436
12	764223	764727
12	766360	766526
12	771772	771847
12	777869	778054
12	778956	779159
12	781527	781735
12	783582	783949
12	784442	784631
12	789793	790239
12	793619	793753
12	795237	795455
12	796417	796605
12	797181	797320
12	805200	805362
12	805604	805765
12	808883	809673
12	818500	818783
12	819090	819187
12	820264	820373
12	822757	823066
12	826576	826884
12	827923	828655
12	830424	830911
12	833660	833847
12	837389	837823
12	839405	840204
12	841054	841313
12	843013	843146
12	843937	844142
12	845851	845991
12	849174	849316
12	849682	849837
12	853287	853437
12	853855	853955
12	854377	854536
12	855578	855846
12	857343	857479
12	859282	859505
12	862281	862533
12	866862	867125
12	871321	871633
12	873630	873724
12	875021	875326
12	877400	878229
12	884834	885236
12	892846	893091
12	893401	893650
12	897883	898018
12	899044	899184
12	902739	903132
12	903431	903495
12	907847	907993
12	910042	910233
12	914982	915079
12	924763	924907
12	928569	928677
12	929625	929735
12	932364	932730
12	940969	941174
12	950058	950418
12	950760	950985
12	954337	955050
12	958186	958361
12	965599	965770
12	973219	973425
12	982504	982699
12	986907	987066
12	988183	988330
12	990567	990756
12	992947	993124
12	1001867	1002319
12	1011336	1011539
12	1012135	1012407
12	1014245	1014411
12	1018990	1019118
12	1022319	1022451
12	1024028	1024217
12	1024908	1025125
12	1028005	1028171
12	1028450	1028710
12	1032105	1032431
12	1043158	1043829
12	1053168	1053365
12	1054939	1055035
12	1056812	1057251
12	1065286	1065498
12	1066476	1066772
13	13291	13443
13	14773	14909
13	16814	16997
13	20489	20723
13	21721	21875
13	23714	23941
13	26122	26258
13	26568	26799
13	29890	30201
13	33904	34051
13	37772	38028
13	41921	42054
13	43585	43968
13	46006	46141
13	46453	46683
13	51029	51565
13	54575	54684
13	56269	56484
13	68042	68203
13	71399	71893
13	76886	77272
13	79685	79875
13	82852	83072
13	91064	91229
13	95324	95707
13	97537	97714
13	99456	99681
13	101193	101725
13	104209	104632
13	110868	110942
13	111711	111827
13	115215	115602
13	119031	119556
13	119818	120052
13	121388	121547
13	123038	123121
13	129563	129770
13	131688	131943
13	135328	135416
13	137305	137405
13	140140	140438
13	140862	141003
13	141946	142181
13	146070	146373
13	151688	151801
13	158362	158532
13	159036	159352
13	159920	160088
13	164295	164793
13	165321	165534
13	167100	167863
13	168780	168878
13	169841	170362
13	171348	171699
13	178116	178536
13	181226	181357
13	192378	192684
13	195817	196060
13	204223	204472
13	205461	205598
13	209055	209411
13	209647	209754
13	213982	214172
13	216157	216385
13	217086	217279
13	219887	220088
13	220860	221193
13	225555	225795
13	228681	228927
13	230565	231004
13	233302	233444
13	235697	236653
13	241750	242014
13	243095	243201
13	243874	244120
13	245868	246058
13	247445	247678
13	251560	251689
13	253039	253472
13	258683	259342
13	262686	262937
13	263288	263432
13	272914	273038
13	279901	280122
13	282885	283132
13	287126	287899
13	296826	297075
13	302582	303086
13	305886	306829
13	312037	312217
13	318502	318635
13	325575	325820
13	330278	330672
13	334869	335204
13	337510	337778
13	340892	341131
13	343596	343703
13	347004	347384
13	348313	348459
13	349850	350103
13	353150	353399
13	353656	353800
13	355113	355354
13	361922	362016
13	366773	366982
13	370575	370751
13	379181	379607
13	382855	383182
13	387058	387274
13	387766	389069
13	389533	389659
13	390910	391060
13	392531	392735
13	396402	397064
13	397742	397944
13	405647	405737
13	406067	406273
13	407558	407782
13	408116	408327
13	408563	409010
13	410415	410574
13	411329	411523
13	413515	413800
13	420259	420329
13	422222	422347
13	424747	424954
13	429717	429916
13	431316	432211
13	433700	434012
13	434291	434711
13	436102	436353
13	438890	439311
13	445236	445475
13	448328	448475
13	449034	449173
13	451428	451570
13	453548	453970
13	457392	457486
13	457970	458351
13	464936	465026
13	465361	465981
13	469585	469767
13	472508	473098
13	475607	475690
13	477699	478093
13	478793	478904
13	482524	482691
13	483485	483822
13	486351	486504
13	492005	492226
13	493916	494022
13	494400	494952
13	497485	497665
13	500870	501102
13	501853	502126
13	504737	505180
13	509330	509701
13	510331	510626
13	510857	511141
13	511810	511968
13	513346	513569
13	513970	514415
13	517333	517756
13	523422	523678
13	527541	527937
13	531865	532030
13	534828	534947
13	535952	536148
13	540032	541348
13	545618	545903
13	556517	557389
13	558618	559096
13	559836	560048
13	560658	561057
13	562639	563080
13	564240	564369
13	568388	568535
13	571985	572218
13	572798	573012
13	574848	575012
13	577464	577729
13	584125	584272
13	586646	586775
13	589654	590268
13	592254	592383
13	592742	593214
13	594690	594845
13	599224	599308
13	603273	603504
13	605767	606054
13	608266	608579
13	610007	610807
13	611070	611650
13	615986	616414
13	618283	618425
13	619528	619704
13	624326	624498
13	625649	625785
13	626073	626176
13	628865	628962
13	632013	632190
13	637122	637312
13	645408	645622
13	646906	647026
13	652994	653244
13	653530	653870
13	654557	654935
13	659330	659449
13	661787	662277
13	664420	664626
13	667062	667529
13	668227	668460
13	674859	675789
13	683865	684442
13	687281	687499
13	688862	689060
13	693138	693369
13	695133	695350
13	696502	696722
13	701187	701720
13	706937	707135
13	712038	712294
13	715430	715741
13	716240	716476
13	720708	720814
13	721446	721550
13	724439	724542
13	731302	731446
13	732135	732241
13	733278	733412
13	738997	739133
13	742839	742949
13	746054	746193
13	751324	751911
13	756456	756539
13	758914	759664
13	760254	760421
13	772659	772776
13	773836	774641
13	775812	775883
13	777359	777920
13	779172	779474
13	782400	782607
13	784372	784474
13	788855	789142
13	789867	790101
13	793519	793694
13	794653	794881
13	795542	795771
13	797529	798903
13	801536	801674
13	808128	808360
13	808933	809085
13	809308	809406
13	810843	811154
13	814195	814375
13	815368	815500
13	818597	819133
13	819971	820475
13	822610	822788
13	826635	826834
13	831419	831730
13	832025	832255
13	833019	833155
13	837046	837154
13	837827	838071
13	841684	841981
13	845394	845553
13	848525	848641
13	851740	852644
13	854572	854781
13	856843	856938
13	858958	859228
13	860992	861831
13	863615	863737
13	867234	867558
13	872676	872888
13	874531	874850
13	880541	880941
13	886626	886798
13	892450	892554
13	904539	904668
13	915114	915763
14	4941	5045
14	23324	23423
14	23694	23856
14	31682	31883
14	34162	34675
14	37476	37553
14	39704	39852
14	40407	40630
14	43145	43280
14	44273	44449
14	48057	48236
14	51799	51889
14	52430	52654
14	55965	56125
14	57733	58102
14	59931	60240
14	63096	63185
14	64642	64832
14	66251	66376
14	68499	68677
14	76577	76838
14	80302	80696
14	82567	82758
14	86063	86210
14	87435	87691
14	88910	89059
14	89939	90084
14	91541	91772
14	101510	101638
14	104068	104222
14	107204	107603
14	108203	108375
14	110513	110825
14	112848	113107
14	116615	117201
14	118983	119381
14	122237	122846
14	129203	129377
14	135645	135888
14	137935	138431
14	140580	140735
14	145315	145514
14	145793	145925
14	146616	146765
14	147965	148215
14	160467	160572
14	164331	164579
14	167833	168016
14	169275	169940
14	174620	174917
14	181127	181369
14	181880	181972
14	182486	182897
14	185223	185457
14	186815	187109
14	187522	188027
14	190976	191215
14	196925	197278
14	197706	199723
14	199986	200511
14	201994	202133
14	204927	205158
14	206715	206863
14	209889	210413
14	211575	211716
14	217312	217532
14	220437	220605
14	224546	224675
14	227183	227326
14	228914	229017
14	230742	230874
14	233763	234305
14	237815	238025
14	239968	240233
14	241423	241656
14	247220	247373
14	254135	254313
14	258182	258408
14	259308	259494
14	263324	263701
14	264590	264704
14	266676	266853
14	269968	270175
14	271243	271358
14	273777	274351
14	276092	276258
14	281752	282058
14	288994	289246
14	289540	289701
14	295728	295872
14	297702	297812
14	298118	298190
14	300789	301394
14	301759	301936
14	307172	307371
14	308633	308877
14	310161	310552
14	317767	318180
14	321740	321897
14	323599	323734
14	326527	326629
14	330228	330300
14	332181	332402
14	335711	336234
14	339377	339552
14	342208	342383
14	346088	346216
14	349822	350284
14	350697	350855
14	355209	356349
14	356745	357250
14	365794	366726
14	370142	370330
14	372258	372456
14	373693	374082
14	374753	375153
14	378532	378673
14	380852	381359
14	383756	383897
14	387061	387132
14	392121	392832
14	394402	394660
14	400556	401011
14	405669	406242
14	408006	408315
14	412139	412733
14	413301	413556
14	415086	415366
14	416409	416677
14	417479	417751
14	418608	418744
14	419902	420052
14	424577	424834
14	426743	427790
14	429817	430003
14	434552	434830
14	437375	437567
14	439354	439514
14	440627	441345
14	447058	447287
14	450630	450822
14	452033	452229
14	456218	456384
14	457440	457620
14	459499	459617
14	462044	462299
14	465054	465227
14	466105	466254
14	466596	466856
14	471197	471400
14	478105	478400
14	479202	479552
14	480984	481244
14	483101	483268
14	488153	488500
14	490158	490257
14	491243	491507
14	493082	493293
14	498543	498824
14	499459	499554
14	500581	500854
14	503039	503557
14	507298	507614
14	508765	509000
14	510285	510465
14	515021	515149
14	518925	519104
14	525852	525920
14	531184	531820
14	534989	535204
14	537908	538383
14	541603	542963
14	545018	545168
14	547431	547873
14	552019	552287
14	552621	552705
14	553146	553334
14	554814	555031
14	556901	556994
14	559170	559671
14	559935	560042
14	568213	568308
14	576153	576676
14	578834	579071
14	579314	579422
14	585371	585555
14	586865	587121
14	587697	587837
14	591209	591447
14	592913	593188
14	604663	605292
14	605853	606506
14	613440	613543
14	618266	618450
14	619797	619978
14	631368	631531
14	634091	634257
14	642339	642550
14	646974	647363
14	651806	652418
14	652921	653340
14	661408	661483
14	661947	662646
14	663662	664092
14	665054	665262
14	668115	668332
14	670242	670355
14	672201	672373
14	674755	674877
14	675820	676081
14	678455	678745
14	685702	685932
14	687159	687840
14	689997	690223
14	691618	692210
14	694114	694223
14	694868	694975
14	699454	699704
14	701684	701892
14	705953	706178
14	711414	711571
14	713720	713831
14	715485	716050
14	719088	719215
14	720758	720964
14	723188	723376
14	724301	724428
14	730634	731067
14	735902	736101
14	736504	736636
14	739260	739587
14	743616	743793
14	755042	755220
14	759366	759454
14	764098	764223
14	781473	781669
15	27542	28194
15	32275	32417
15	38667	38849
15	40433	40532
15	83097	83638
15	87173	87438
15	91494	91681
15	92975	93126
15	96461	97053
15	97383	97457
15	99466	99638
15	101251	101373
15	103808	104179
15	106383	106538
15	108074	108498
15	108987	109438
15	109950	110154
15	111858	112037
15	117470	117602
15	123650	123900
15	126713	126866
15	127972	128514
15	135902	136450
15	137808	138048
15	139096	139197
15	141345	141515
15	142614	142765
15	143941	144200
15	145183	145273
15	147140	147318
15	153548	153887
15	154713	154978
15	158886	159131
15	160678	161423
15	161712	162197
15	163073	163294
15	165450	165553
15	168219	168602
15	170066	171169
15	181487	181815
15	185176	185642
15	186788	187047
15	193233	194006
15	194577	195228
15	196133	196563
15	198543	199178
15	201795	202034
15	202511	202725
15	204491	204705
15	205918	206085
15	207204	207375
15	210354	210439
15	211971	212234
15	216042	217258
15	218680	219392
15	220498	220882
15	223068	223154
15	226141	226772
15	228345	228498
15	229970	230134
15	231947	232414
15	232629	232798
15	233743	234261
15	234498	235235
15	238373	238557
15	241177	241546
15	242644	243345
15	246895	247187
15	252772	252890
15	253729	254127
15	255147	255286
15	256166	256375
15	259177	259358
15	259730	259805
15	260115	260209
15	265168	265352
15	267388	268242
15	271533	271817
15	273757	273971
15	274383	274860
15	277620	278002
15	282093	282232
15	285461	286088
15	288025	288717
15	292167	292374
15	296235	296456
15	296781	296966
15	303236	303392
15	304442	304564
15	304789	304933
15	312589	312887
15	315538	315791
15	316258	316691
15	323068	323159
15	324631	324812
15	329156	329303
15	331194	331350
15	349251	349316
15	349629	349786
15	356371	356482
15	357242	357316
15	367770	367973
15	370932	371105
15	377910	378004
15	394603	394918
15	397232	397570
15	400167	400321
15	405429	405607
15	408152	408337
15	409998	410440
15	412459	412707
15	417893	418364
15	421763	421904
15	422258	422495
15	424020	424632
15	426200	426448
15	430041	430194
15	431723	432119
15	436515	436731
15	441195	441337
15	443723	443985
15	446788	447083
15	448910	449256
15	453528	453674
15	457899	458512
15	461454	462052
15	462392	462921
15	467972	468202
15	471755	471835
15	472430	472561
15	474472	474663
15	478541	478657
15	479244	479471
15	479780	480146
15	480453	482022
15	486945	487645
15	490883	491110
15	492920	493371
15	494209	495157
15	502564	502715
15	504557	504777
15	505183	505281
15	511284	511704
15	514445	515013
15	520137	521089
15	522618	522890
15	524959	525150
15	530366	530473
15	531259	531431
15	533797	533989
15	537169	537382
15	539537	539695
15	544422	544958
15	546441	546667
15	550302	550999
15	552887	553183
15	554675	554767
15	558690	558943
15	559774	559956
15	560697	560906
15	566259	566602
15	569630	569797
15	570824	571098
15	571897	572159
15	572894	573053
15	574822	574930
15	578023	578261
15	579926	580061
15	584065	584273
15	586012	586818
15	587433	588236
15	592607	592841
15	594293	594448
15	602472	602635
15	605158	605343
15	606214	606581
15	609196	609416
15	611445	611972
15	616994	617132
15	618484	618742
15	619082	619648
15	624459	624675
15	628013	628209
15	630734	630825
15	631823	632113
15	633596	633820
15	638460	639405
15	642215	642351
15	644352	644479
15	649041	649275
15	653975	654208
15	656947	657211
15	658492	658653
15	661654	662392
15	664515	664686
15	667281	667493
15	670511	671714
15	673818	674002
15	675230	675425
15	675674	675802
15	678981	679155
15	682213	682429
15	682730	682945
15	683461	683942
15	685523	685668
15	689418	689540
15	690386	690564
15	692164	692412
15	700780	701192
15	702171	702323
15	712622	712778
15	716870	717048
15	720322	720446
15	721738	721884
15	722631	722888
15	727260	727474
15	733489	733841
15	737850	738313
15	741782	741956
15	742338	742540
15	745371	745612
15	746456	746703
15	747322	747497
15	749025	749214
15	755083	755311
15	757693	758252
15	759528	759740
15	761348	761512
15	762125	762625
15	767987	768374
15	769451	770760
15	772237	772466
15	774315	774469
15	775433	775665
15	779533	779695
15	781555	781794
15	783339	783489
15	784665	784779
15	786955	787137
15	790032	790203
15	792284	792442
15	795583	796017
15	796918	797255
15	800755	800922
15	802367	802505
15	803447	803663
15	804226	804366
15	807046	807285
15	810844	811002
15	813744	813923
15	817078	817228
15	818489	818647
15	820238	820413
15	825020	826049
15	830801	831000
15	832115	832668
15	836530	837616
15	841118	841299
15	842190	842466
15	847161	847335
15	848298	848397
15	849441	849617
15	850054	850252
15	851896	852034
15	860411	861002
15	866653	866948
15	868100	868248
15	875370	875527
15	877762	877988
15	882337	882709
15	884223	884326
15	888730	888927
15	891720	892049
15	892287	892556
15	894339	894429
15	898423	898626
15	899986	900170
15	904101	904478
15	907763	907961
15	908885	909257
15	911895	912072
15	915695	916013
15	921294	921491
15	925139	925524
15	931202	932005
15	932263	932483
15	933416	933578
15	943258	943703
15	944390	944597
15	949246	949695
15	954002	954276
15	956557	956829
15	960291	960815
15	967971	968905
15	976777	976907
15	978447	978644
15	979521	979644
15	981469	981586
15	986574	986825
15	987077	987764
15	989280	989701
15	996657	997091
15	1000933	1001076
15	1003648	1003767
15	1004354	1004597
15	1006892	1007158
15	1009740	1010072
15	1010819	1011024
15	1015085	1015168
15	1017640	1017735
15	1018912	1019335
15	1025626	1025960
15	1036554	1036747
15	1039441	1039764
15	1043228	1043786
15	1048231	1048410
15	1058939	1059214
15	1061218	1061436
15	1064464	1064656
15	1070929	1071064
16	4845	4956
16	22541	22785
16	40171	40745
16	46595	47285
16	52717	52924
16	56038	56376
16	66967	67366
16	73923	74170
16	74560	74637
16	74914	75183
16	82378	82542
16	84282	84497
16	85374	85559
16	88064	88431
16	95238	95405
16	98869	98961
16	99186	99292
16	105533	106053
16	106872	107061
16	108317	108532
16	114533	114946
16	116824	116956
16	118041	118142
16	121332	121701
16	128119	128505
16	129882	130022
16	132273	132970
16	135547	135756
16	136504	136653
16	138353	138617
16	141617	141703
16	142190	142290
16	143285	143351
16	150276	150559
16	153196	153421
16	156277	156410
16	157689	157793
16	159680	159806
16	163655	164106
16	165856	166051
16	169399	169698
16	171188	171480
16	172808	173088
16	174830	174970
16	176024	176174
16	179077	179185
16	183303	183389
16	188810	188941
16	193219	193407
16	195566	195791
16	198480	198960
16	203011	203285
16	211946	212109
16	214091	214773
16	215677	215844
16	218390	218568
16	222909	223080
16	225859	226033
16	226946	227025
16	227539	228457
16	230863	231124
16	237160	237352
16	241554	241711
16	242832	243054
16	246326	246821
16	251893	252003
16	253707	253822
16	254556	254698
16	256926	257388
16	259441	259607
16	261235	261366
16	264439	264911
16	272996	273181
16	277660	277755
16	280002	280398
16	286462	286574
16	287083	287302
16	296766	297406
16	299546	299829
16	301395	301521
16	302825	302937
16	305085	305225
16	308298	308546
16	309670	310158
16	313009	313235
16	319036	319164
16	320846	320928
16	321633	322030
16	326307	326497
16	328901	329325
16	335773	335884
16	337175	337401
16	338731	338953
16	339433	340028
16	342769	343422
16	347484	347625
16	348296	348476
16	348862	349079
16	352335	352617
16	355434	355662
16	359224	360178
16	361625	361796
16	364769	364893
16	369553	369737
16	370667	370893
16	373041	373567
16	374999	375442
16	381187	381780
16	382829	383407
16	386507	386902
16	404244	404435
16	408851	409034
16	415565	415717
16	420477	420739
16	423979	424127
16	425143	426202
16	427762	427867
16	429712	429832
16	431525	432328
16	444262	444498
16	445370	445444
16	450808	450987
16	453244	453636
16	455198	455465
16	458545	458747
16	462170	462369
16	463825	464387
16	465684	465857
16	474935	475203
16	475633	475930
16	479029	479206
16	481985	482466
16	482832	483074
16	486042	486610
16	488166	488515
16	491594	491985
16	493074	493488
16	497724	498013
16	502285	503440
16	506446	506716
16	517096	517544
16	519746	520956
16	525204	525854
16	526183	526280
16	526902	527963
16	529388	529611
16	534747	534961
16	538452	538569
16	538943	539153
16	543915	544073
16	544359	544575
16	551778	551958
16	558091	558255
16	565158	565243
16	566883	567139
16	569188	569360
16	572398	572581
16	576082	576313
16	582818	583044
16	585803	586401
16	587389	587508
16	588525	588633
16	593970	594308
16	599627	599758
16	603595	603784
16	607396	607713
16	608163	608771
16	610077	610358
16	614561	614806
16	615086	615288
16	619990	620071
16	621439	621622
16	621924	622015
16	622734	623450
16	627442	627774
16	631290	631432
16	639059	639469
16	641311	641939
16	643521	643725
16	645080	645811
16	646187	646368
16	647092	647290
16	648373	648618
16	653746	654236
16	656537	656891
16	657322	657492
16	658973	659142
16	664733	664935
16	665378	665565
16	665830	666259
16	667420	667612
16	670942	671099
16	672153	672481
16	673499	673650
16	675740	675825
16	676864	677176
16	678276	679650
16	682008	682165
16	684390	684515
16	685481	685909
16	687870	688348
16	689780	689965
16	692528	692663
16	694884	695602
16	696853	697085
16	698577	698725
16	700166	700529
16	703257	703360
16	703938	704136
16	704470	704881
16	706705	706830
16	709862	710129
16	711409	711570
16	712952	713393
16	718543	718610
16	719322	719588
16	720500	720579
16	725039	725124
16	726378	726476
16	729549	729745
16	731998	732110
16	736803	736913
16	739639	740005
16	742209	742328
16	746873	747105
16	751960	752246
16	753028	753222
16	754452	754711
16	758408	758644
16	759509	759725
16	767556	767715
16	770730	771141
16	774311	774467
16	775385	775929
16	779051	779163
16	785217	786082
16	787669	787836
16	789614	789881
16	792288	792641
16	797328	797507
16	802048	802198
16	812715	813151
16	814092	814340
16	818122	818240
16	821560	821736
16	822039	822606
16	825186	825438
16	828824	828942
16	829353	829736
16	830524	830960
16	831862	832278
16	837493	837705
16	839521	841128
16	842995	843129
16	857003	857268
16	860181	861132
16	866499	866720
16	870068	870258
16	876645	876831
16	877680	878069
16	878579	878633
16	882849	883228
16	883591	883726
16	887864	888069
16	888709	888961
16	892077	892343
16	895845	895919
16	899736	900155
16	900501	900680
16	901589	901944
16	906735	906904
16	911040	911258
16	912482	912656
16	919093	919309
16	920702	921772
16	923458	923592
16	928096	928199
